App,Category,Rating,Reviews,Type,Price,Content Rating
PulsePoint Respond,MEDICAL,4.5,7837,Free,0,Everyone
Punch em,GAME,4.1,2208,Free,0,Everyone
Punjab Online - Land Records • EB Bill Pay • RC/DL,TOOLS,3.4,16,Free,0,Everyone
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,Free,0,Everyone
Putzmeister Experts,TOOLS,4.6,21,Free,0,Everyone
Puzzle Alarm Clock ⏰,TOOLS,4.3,32111,Free,0,Everyone
Puzzle for CS:GO,GAME,4.3,247,Free,0,Everyone
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,Free,0,Everyone
Puzzles Volvo FH 16 Trucks,FAMILY,4.8,10,Free,0,Teen
Pyaar Ek Dhoka,FAMILY,5,18,Free,0,Everyone
"Pzizz - Sleep, Nap, Focus",MEDICAL,4.3,5521,Free,0,Everyone
Q,FAMILY,4.2,69126,Free,0,Everyone
Q-See QC View,TOOLS,3.1,657,Free,0,Everyone
Q-See QT View,TOOLS,3.6,7357,Free,0,Everyone
Q-slope,TOOLS,4.5,2,Paid,1.76,Everyone
Q Avatar Pro,FAMILY,4.8,4,Paid,1.49,Teen
Q downloader : download your social media videos,FAMILY,4.1,41,Free,0,Everyone
Q MINDshare Mobile,BUSINESS,3.4,24,Free,0,Everyone
Q Operator,BUSINESS,4.6,60,Free,0,Everyone
Q Quiz SK,FAMILY,3.9,159,Free,0,Everyone
Q Remote Control,TOOLS,3.8,4264,Free,0,Everyone
Q Wunder,FAMILY,3.8,156,Free,0,Everyone
Q*bert: Rebooted,GAME,4.3,13788,Free,0,Everyone
QR BARCODE SCANNER,TOOLS,3.8,169369,Free,0,Everyone
QR Code Reader,TOOLS,4,495971,Free,0,Everyone
Qserve EU MDR First Aid,BUSINESS,3,2,Free,0,Everyone
QST,FAMILY,2.5,706,Free,0,Everyone
Quadratic Equation Solver with Steps and Graphs,FAMILY,4.7,513,Free,0,Everyone
Questland: Turn Based RPG,FAMILY,4.6,31134,Free,0,Everyone 10+
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,Free,0,Everyone
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,Free,0,Everyone
Quiz CS:GO players,GAME,4.4,460,Free,0,Everyone
Quiz DC,GAME,1.4,33,Free,0,Everyone
Quiz for Clash Royale™,FAMILY,4,3788,Free,0,Everyone
Quiz TRUE or FALSE,GAME,4.6,2464,Free,0,Everyone
Quiz: Logo game,GAME,4.5,306764,Free,0,Everyone
Quran for All (Al-Huda Int.),FAMILY,4.8,6696,Free,0,Everyone
Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,Free,0,Everyone
Quran Khmer Offline AY,FAMILY,5,41,Free,0,Everyone
R-EU-READY,GAME,4.1,13,Free,0,Everyone
R-TYPE,GAME,4.5,7687,Paid,1.99,Everyone
R-TYPE II,GAME,4.3,5682,Paid,1.99,Everyone
R File Manager,TOOLS,4.8,17,Free,0,Everyone
R Instructor,FAMILY,4.1,135,Paid,4.84,Everyone
R Programming Language,FAMILY,3.8,39,Free,0,Everyone
R Programming Solution,FAMILY,3.9,169,Free,0,Everyone
R. Lee Ermey's Official Sound,FAMILY,4.2,1696,Free,0,Mature 17+
R. Physics Puzzle Game,FAMILY,4.2,5369,Free,0,Everyone
R+F PULSE,BUSINESS,3.4,58,Free,0,Everyone
Ra Ga Ba,GAME,5,2,Paid,1.49,Everyone
Rabbithole,FAMILY,3.5,3347,Free,0,Everyone
Race Manager FP,GAME,3.8,196,Free,0,Everyone
Race the Traffic Moto,GAME,3.8,270687,Free,0,Teen
Racing in Car 2,GAME,4.3,234589,Free,0,Everyone
Racing Moto,GAME,4.3,697805,Free,0,Everyone
Radial-G : Infinity,GAME,3.6,517,Free,0,Everyone
Radio K - KUOM,FAMILY,4.5,39,Free,0,Everyone
Radiological Anatomy For FRCR1,MEDICAL,4.8,12,Paid,6.99,Everyone
Radiology CT Anatomy,MEDICAL,4.2,345,Free,0,Everyone
Radiology CT Viewer,MEDICAL,3.6,35,Free,0,Everyone
RadRevision: Anatomy on CT,MEDICAL,3.8,568,Free,0,Everyone
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,Free,0,Teen
Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,11258,Free,0,Mature 17+
Railroad Radio Vancouver BC,FAMILY,5,4,Free,0,Teen
RAM Cleanup Ad-Free Option,TOOLS,4.4,457,Paid,2.99,Everyone
Random Love (BF),FAMILY,3.7,3,Free,0,Everyone
RAR,TOOLS,4.4,669901,Free,0,Everyone
Raytheon F-16 EW 360 VR,FAMILY,4.5,6,Free,0,Everyone
RC City Police Heavy Traffic Racer,GAME,4.4,3250,Free,0,Everyone
RC Monster Truck - Offroad Driving Simulator,GAME,4,38448,Free,0,Everyone
ReactNative BG Geolocation,TOOLS,5,5,Free,0,Everyone
Read Unlimitedly! Kids'n Books,FAMILY,3.8,7462,Free,0,Everyone
Real AI,FAMILY,3.8,949,Free,0,Everyone
Real Airplane Flight Simulator: Pilot Games,FAMILY,3.3,21735,Free,0,Everyone
Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345,Free,0,Everyone
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,Free,0,Teen
Real City Car Driver,GAME,3.7,413609,Free,0,Mature 17+
Real DJ Simulator,FAMILY,4,68664,Free,0,Everyone
Real Gangster Crime,GAME,4.3,285814,Free,0,Teen
Real Racing 3,FAMILY,4.5,354454,Free,0,Everyone
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,Paid,2.99,Everyone
realcommercial.com.au,BUSINESS,4.4,128,Free,0,Everyone
Recognise Foot,MEDICAL,4.2,9,Paid,7.49,Everyone
Red Ball 4,GAME,4.4,1432447,Free,0,Everyone
"Red Bull TV: Live Sports, Music & Entertainment",FAMILY,4.4,42069,Free,0,Teen
Red Embrace (BL/Yaoi Game),FAMILY,4.3,616,Free,0,Teen
Red Hands – 2-Player Games,GAME,4.2,93608,Free,0,Everyone
REDCap Mobile App,MEDICAL,4.3,56,Free,0,Everyone
Registered Dietitian Pocket Prep,MEDICAL,4.3,283,Free,0,Everyone
Reindeer VPN - Proxy VPN,TOOLS,4.2,7339,Free,0,Everyone
Reload: The Z-Team,GAME,4.3,1655,Free,0,Everyone 10+
Remote | Fire TV | Android TV | KODI | CetusPlay,TOOLS,4.4,15911,Free,0,Everyone
Remote CT - Smart Remote,TOOLS,3.5,3988,Free,0,Everyone
Remote For ATT U-verse TV - NOW FREE,TOOLS,2.5,20,Free,0,Everyone
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701,Free,0,Everyone
Remote for Panasonic TV+BD+AVR,TOOLS,3.7,533,Free,0,Everyone
Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,150,Free,0,Everyone
Remote for Samsung TV & BluRay Players (Read Desc),TOOLS,3.3,1988,Free,0,Everyone
Remote for Sony TV & Sony Blu-Ray Players MyAV,TOOLS,3.4,3491,Free,0,Everyone
Remote Link (PC Remote),TOOLS,4.5,87055,Free,0,Everyone
Rento - Dice Board Game Online,GAME,4.3,205830,Free,0,Everyone
Replika,FAMILY,4.5,45458,Free,0,Mature 17+
Rescue Robots Survival Games,GAME,4,27557,Free,0,Teen
Resources For Virtual DJ,FAMILY,3.6,21095,Free,0,Everyone
Results for CT Lottery,FAMILY,4.5,86,Free,0,Teen
Results for DC Lottery,FAMILY,4.4,160,Free,0,Everyone
Resume ( CV Editor ),BUSINESS,4.5,416,Free,0,Everyone
Resume / CV,BUSINESS,3.6,125,Free,0,Everyone
Resume App,BUSINESS,4.4,11310,Free,0,Everyone
Resume Builder - Curriculum Vitae & Resume Maker,BUSINESS,4,12,Free,0,Everyone
Resume Builder - Free CV Maker & Premium Templates,BUSINESS,4.6,770,Free,0,Everyone
Resume Builder / CV Maker & Templates,BUSINESS,4.4,25,Free,0,Everyone
"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202,Free,0,Everyone
"Resume Builder Free, CV Maker & Resume Templates",BUSINESS,4.4,20921,Free,0,Everyone
Resume Maker - Creator,BUSINESS,4.3,740,Free,0,Everyone
Resume Maker / CV creator & Templates,TOOLS,4.2,54,Free,0,Everyone
"Resume Maker:Free CV Maker,Templates Builder",BUSINESS,4.2,715,Free,0,Everyone
Resume PDF Maker / CV Builder,BUSINESS,4.4,2147,Free,0,Everyone
Retro City Rampage DX,GAME,4.7,416,Paid,2.99,Teen
RetroArch,GAME,3.8,21423,Free,0,Everyone
REV Robotic Enhance Vehicles,FAMILY,4.4,2558,Free,0,Everyone
Rhythm Patrol,FAMILY,4.3,4207,Free,0,Everyone
RIDE ZERO,GAME,4.6,8778,Free,0,Teen
Rider,GAME,4.5,655145,Free,0,Teen
RightNow English Conversation,FAMILY,4,5118,Free,0,Everyone
Ringtones Of Ek Onkar,FAMILY,4.5,6,Free,0,Everyone
Riptide GP: Renegade,GAME,4.7,4328,Paid,2.99,Everyone 10+
RISK: Global Domination,FAMILY,4,68559,Free,0,Everyone
Rivals at War: 2084,FAMILY,4,174127,Free,0,Teen
Rivals at War: Firefight,GAME,4.4,344819,Free,0,Teen
Rized ‼️ Color By Number & Pixel Coloring Book,FAMILY,3,1279,Free,0,Everyone
Robbery Bob,GAME,4.5,617732,Free,0,Everyone 10+
ROBLOX,FAMILY,4.5,4450890,Free,0,Everyone 10+
Robocar X Ray,GAME,4.5,3432,Free,0,Mature 17+
RoboPad,FAMILY,4.6,41,Free,0,Everyone
RoboPad++,FAMILY,4.4,77,Free,0,Everyone
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,Free,0,Everyone
Robots Vs Zombies: Transform To Race And Fight,FAMILY,4.5,278,Free,0,Everyone
Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,Free,0,Teen
Rock n Roll Music Quiz Game,GAME,3.7,80,Free,0,Everyone
Rockstars of Ooo,FAMILY,3.4,642,Paid,1.99,Everyone 10+
Roland DG Mobile Panel,TOOLS,2.8,27,Free,0,Everyone
Roll the Ball® - slide puzzle,GAME,4.5,1385093,Free,0,Everyone
RollerCoaster Tycoon® Classic,GAME,4.6,10795,Paid,5.99,Everyone
Rolling G Sky,GAME,3.6,2065,Free,0,Everyone
Rolling Sky,GAME,4.5,1117212,Free,0,Everyone
Rolly Vortex,GAME,4.4,98123,Free,0,Teen
Roman Clock AW-7,TOOLS,4.4,52,Free,0,Everyone
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4,166033,Free,0,Everyone 10+
Rope'n'Fly 4,GAME,4.1,234606,Free,0,Everyone
Rope Hero 3,GAME,4.4,45871,Free,0,Teen
Rope Hero Return of a Legend,GAME,4.3,9951,Free,0,Mature 17+
Rope Hero: Vice Town,GAME,4.4,452589,Free,0,Mature 17+
Rope Superhero Unlimited,GAME,4.4,6735,Free,0,Mature 17+
Roulette Advisor LITE,GAME,4.1,41,Free,0,Everyone
Route Z,GAME,3.9,24697,Free,0,Teen
Royale Tournaments,FAMILY,4.4,2420,Free,0,Teen
RPG ブレイジング ソウルズ アクセレイト,FAMILY,3.4,159,Paid,10.99,Teen
RPG Dragon Lapis,FAMILY,4.6,13492,Free,0,Teen
RPG End of Aspiration F,FAMILY,4.4,20368,Free,0,Teen
Ruler,TOOLS,4.5,27180,Free,0,Everyone
"Ruler & Area Measurement (cm, inch)",TOOLS,4.3,10,Free,0,Everyone
Ruler cm,TOOLS,3.6,661,Free,0,Everyone
"Ruler(cm, inch)",TOOLS,3.4,2889,Free,0,Everyone
RULES OF SURVIVAL,GAME,4.2,1343866,Free,0,Teen
RUN JUMP RUN-fun games for free,GAME,4.4,661,Free,0,Everyone
Run R Script - Online Statistical Data Analysis,FAMILY,3.9,8,Free,0,Everyone
Run Sausage Run!,GAME,4.4,276105,Free,0,Everyone 10+
Runner 3d like,GAME,4.5,559,Free,0,Everyone 10+
Rush,GAME,4.6,260651,Free,0,Everyone
S Pen Keeper,TOOLS,3.8,560,Free,0,Everyone
S Player - Lightest and Most Powerful Video Player,TOOLS,4.6,14224,Free,0,Everyone
"S S9 Launcher - Galaxy S8/S9 Launcher, theme, cool",TOOLS,4.4,22503,Free,0,Everyone
S.O.L : Stone of Life EX,FAMILY,4.3,171220,Free,0,Everyone 10+
Sabbath School 4,FAMILY,4.3,2871,Free,0,Everyone
sABN,BUSINESS,4.4,2287,Free,0,Everyone
Safe Ag Systems™,BUSINESS,4.7,3,Free,0,Everyone
Safe Santa Fe,FAMILY,5,2,Free,0,Everyone
Sago Mini Babies,FAMILY,4.5,253,Paid,3.99,Everyone
Sago Mini Big City,FAMILY,4.2,8,Paid,3.99,Everyone
Sago Mini Friends,FAMILY,4.4,13155,Free,0,Everyone
Saiyan Of CW,FAMILY,3.8,5,Free,0,Everyone
Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,306,Free,0,Everyone
Samsung Calculator,TOOLS,4.4,9602,Free,0,Everyone
Samsung Max - Data Savings & Privacy Protection,TOOLS,4.3,330468,Free,0,Everyone
Samsung Smart Switch Mobile,TOOLS,4.3,146913,Free,0,Everyone
Samsung TV AV Guide 2016,TOOLS,4.2,27,Free,0,Everyone
SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,Free,0,Everyone
San Andreas City : Auto Theft Car gangster,GAME,3.9,923,Free,0,Teen
San Andreas Crime City Gangster 3D,FAMILY,4.2,9403,Free,0,Teen
San Andreas Crime Stories,GAME,4,162530,Free,0,Mature 17+
San Andreas: Gang Crime V,GAME,4.1,2399,Free,0,Mature 17+
Sandbox - Color by Number Coloring Pages,FAMILY,4.7,412744,Free,0,Everyone
Sandbox Art-Sandbox Color by Number Coloring Pages,FAMILY,4.7,12784,Free,0,Everyone
Sandbox Number Coloring Book Art - Color By Number,FAMILY,4.2,14356,Free,0,Everyone
Sanford Guide:Antimicrobial Rx,MEDICAL,4.5,1388,Free,0,Everyone
Santa's Monster Shootout DX,GAME,5,4,Paid,1.99,Teen
Santa Fe Indian Market,FAMILY,3.8,4,Free,0,Everyone
Santa Panda Bubble Christmas,GAME,4.1,101,Free,0,Everyone
Sanu Ek Pal Chain Song Videos - RAID Movie Songs,FAMILY,4.9,11,Free,0,Everyone
SAP BW Tutorial,FAMILY,4,11,Free,0,Everyone
Satellite Director,TOOLS,4.1,45610,Free,0,Everyone
Saunders Comprehensive Review NCLEX-PN Examination,MEDICAL,3.7,3,Free,0,Everyone
SAY-U,FAMILY,3.2,1011,Free,0,Teen
Scale Models DB,TOOLS,4.4,9,Paid,2.99,Everyone
Scanner Radio - Fire and Police Scanner,FAMILY,4.4,175509,Free,0,Everyone
Scanning body and undressing people,FAMILY,3.4,1012,Free,0,Teen
Scanning under clothes (prank),FAMILY,3.7,1443,Free,0,Mature 17+
Scary Video Maker,FAMILY,3.7,9296,Free,0,Teen
Schengen/EU App,TOOLS,4,24,Free,0,Everyone
School of Dragons,FAMILY,4.1,530792,Free,0,Everyone
School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1553,Free,0,Everyone
SCI-FI UI,FAMILY,4.7,15,Paid,1.99,Everyone
Sci Fi Sounds,FAMILY,3.2,4,Free,0,Everyone
Scientific Calculator Free,TOOLS,4.3,16395,Free,0,Everyone
SCM FPS Status,BUSINESS,4.2,123,Free,0,Everyone
Score! Hero,GAME,4.6,5419676,Free,0,Everyone
ScorePal,TOOLS,4.5,1439,Free,0,Everyone
SCRABBLE,GAME,3.9,172281,Free,0,Everyone
Scratch-Off Guide for FL Lotto,FAMILY,4.6,25,Free,0,Everyone
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,Free,0,Teen
Screen Lock,TOOLS,4.2,68309,Free,0,Everyone
Screen Lock - with Fingerprint Simulator,TOOLS,3.7,338449,Free,0,Everyone
Screen Off and Lock,TOOLS,4.1,172990,Free,0,Everyone
ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,Free,0,Everyone
ScriptSave WellRx Rx Discounts,MEDICAL,3.8,700,Free,0,Everyone
SDV Cam,TOOLS,3.2,67,Free,0,Everyone
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,Free,0,Teen
Secret Codes For Android,TOOLS,3.6,6060,Free,0,Everyone
Secure Folder,BUSINESS,3.8,14760,Free,0,Everyone
"Security Master - Antivirus, VPN, AppLock, Booster",TOOLS,4.7,24900999,Free,0,Everyone
SEEK Job Search,BUSINESS,4.3,14955,Free,0,Everyone
Seen,FAMILY,4.5,118285,Free,0,Teen
SegPlay Mobile Paint by Number,FAMILY,3.7,1478,Free,0,Everyone
Selfie DV,TOOLS,2.8,29,Free,0,Everyone
SenseView BT Zephyr Sensor,TOOLS,4.3,37,Free,0,Everyone
Sermon on Proverbs CH Spurgeon,GAME,4.8,35,Free,0,Everyone
Servers Ultimate Pack B,TOOLS,4.3,668,Free,0,Everyone
Service Disabler,TOOLS,4.3,534,Free,0,Everyone
Servidor Privado de CR y CoC - Light Royale,FAMILY,4.6,3106,Free,0,Everyone
Sexy Hot Detector Prank,FAMILY,3.9,17067,Free,0,Everyone
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,FAMILY,5,5,Free,0,Everyone
Shadow Fight 2,GAME,4.6,10981850,Free,0,Everyone 10+
Shadow Fight 2 Special Edition,GAME,4.5,10440,Paid,4.99,Teen
SHADOWGUN LEGENDS,GAME,4.6,100609,Free,0,Teen
Shadowverse CCG,GAME,4.2,47340,Free,0,Teen
Share Music & Transfer Files - Xender,TOOLS,4.4,1280423,Free,0,Everyone
SHAREit - Transfer & Share,TOOLS,4.6,7790693,Free,0,Everyone
Shiver: Moonlit Grove CE,FAMILY,4.1,3433,Free,0,Everyone 10+
Shoot Bubble - Fruit Splash,GAME,4.6,29445,Free,0,Everyone
Shoot Em Down Free,FAMILY,3.7,2850,Free,0,Everyone
Shoot Hunter-Gun Killer,GAME,4.3,320334,Free,0,Teen
Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3,2,Free,0,Everyone
Shoot Strike War Fire,GAME,4.1,82827,Free,0,Teen
Shoot`Em Down: Shooting game,GAME,3.9,7972,Free,0,Teen
Shooter Sniper CS - FPS Games,GAME,3.5,14823,Free,0,Teen
Shooting King,GAME,4.4,257724,Free,0,Everyone 10+
Shopkins World!,FAMILY,4.3,169609,Free,0,Everyone
Shortcuts for After Effects,FAMILY,3.7,464,Free,0,Everyone
Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,55,Free,0,Teen
Showtime Anytime,FAMILY,3.7,18522,Free,0,Teen
Shred! Downhill Mountainbiking,GAME,3.9,41683,Free,0,Everyone
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,Free,0,Teen
Sic Bo Online! Free Casino,GAME,3.8,488,Free,0,Teen
Sic Bo Rave,GAME,3.9,164,Free,0,Teen
Sid Story,GAME,4.4,28510,Free,0,Teen
Sight Words Pre-K to Grade-3,FAMILY,4.4,1185,Free,0,Everyone
Signal Info,TOOLS,4.6,424,Free,0,Everyone
Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,875,Free,0,Everyone
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,4.3,8978,Free,0,Everyone
Silence Premium Do Not Disturb,TOOLS,4.5,3356,Paid,2.95,Everyone
SIM Card Info,TOOLS,4.1,4234,Free,0,Everyone
SimCity BuildIt,FAMILY,4.5,4218587,Free,0,Everyone 10+
Simple Blood Pressure log,MEDICAL,3.9,31,Free,0,Everyone
Simple Gallery,TOOLS,4.5,28030,Free,0,Everyone
Simulator Brawl Box for BS,FAMILY,3.9,168,Free,0,Everyone
Sin City Crime Simulator V - Gangster,GAME,4.2,2113,Free,0,Everyone 10+
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,Free,0,Teen
Sir C J New Primary School,FAMILY,5,3,Free,0,Everyone
Sirens Fashion Style Game,FAMILY,4.3,2282,Free,0,Everyone
Sisense Mobile BI,BUSINESS,4.9,23,Free,0,Everyone
Skater Boy,GAME,4.3,1167143,Free,0,Everyone
Sketchfab,FAMILY,4.3,906,Free,0,Mature 17+
Ski Safari: Adventure Time,FAMILY,4.5,48754,Paid,0.99,Everyone
Skill Tree - BL Pre Sequel,FAMILY,4.3,855,Free,0,Teen
Skip-Bo™,GAME,4.4,33661,Paid,2.99,Everyone
Skip-Bo™ Free,GAME,3.5,46801,Free,0,Everyone
Sky Streaker - Gumball,GAME,4.3,37513,Free,0,Everyone
Skylink Live TV CZ,FAMILY,3.3,2802,Free,0,Teen
Skype for Business for Android,BUSINESS,3.9,78172,Free,0,Everyone
SkyTest BU/GU Lite,BUSINESS,2.9,28,Paid,17.99,Everyone
Slack,BUSINESS,4.4,51510,Free,0,Everyone
Sleeping Delivery,FAMILY,4.6,19640,Free,0,Teen
Slendrina X,GAME,4.4,12736,Free,0,Teen
slither.io,GAME,4.4,5235294,Free,0,Everyone
Slot Machines by IGG,GAME,4.6,267229,Free,0,Teen
Smart-AC Universal Remote Free,FAMILY,1.8,3270,Free,0,Everyone
Smart Air Conditioner,TOOLS,3.3,4786,Free,0,Everyone
Smart Air Conditioner(CAC),TOOLS,3.2,409,Free,0,Everyone
Smart AppLock (App Protect),TOOLS,4.4,137562,Free,0,Everyone
Smart Keyboard Trial,TOOLS,4.1,65597,Free,0,Everyone
Smart TV Remote,TOOLS,3.5,81747,Free,0,Everyone
Smash Hit,GAME,4.5,4147718,Free,0,Everyone
Smashy Road: Arena,GAME,4.3,45558,Free,0,Everyone 10+
Smokes for CS:GO,FAMILY,3.9,3253,Free,0,Everyone
Smokes Guide for CS:GO,FAMILY,4.3,445,Free,0,Everyone
SMS AI Bot,TOOLS,3.8,89,Free,0,Everyone
Snag - Jobs Hiring Now,BUSINESS,4.3,32584,Free,0,Everyone
Snake VS Block,GAME,4.2,422244,Free,0,Teen
Snes9x EX+,GAME,4.4,70351,Free,0,Everyone
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,Free,0,Mature 17+
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,Free,0,Mature 17+
Sniper Killer Shooter,GAME,4,119368,Free,0,Teen
Sniper Traning for CS GO,GAME,3.2,655,Free,0,Teen
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,Free,0,Everyone
Snowboard Racing Free Fun Game,GAME,3.8,4552,Free,0,Everyone
SnowMobile Parking Adventure,GAME,3.6,12257,Free,0,Everyone
Soccer Clubs Logo Quiz,GAME,4.2,21661,Free,0,Everyone
Software Update,TOOLS,4.4,8259,Free,0,Everyone
Sokoban Land DX,FAMILY,3.9,46,Paid,2.99,Everyone
Solar System AR ( ARCore ),FAMILY,4,211,Free,0,Everyone
Soldiers of Glory: Modern War,FAMILY,4.2,64815,Free,0,Teen
Solitaire,GAME,4.7,254258,Free,0,Everyone
Solitaire TriPeaks,GAME,4.5,446434,Free,0,Everyone
Solitaire!,GAME,4.7,403911,Free,0,Everyone
Solitaire: Decked Out Ad Free,GAME,4.9,37302,Free,0,Everyone
Solitaire+,GAME,4.6,11235,Paid,2.99,Everyone
Solo Locker (DIY Locker),TOOLS,4.5,474439,Free,0,Everyone
Sonic 4™ Episode I,GAME,3.7,8014,Paid,2.99,Everyone
Sonic CD Classic,GAME,4.6,26138,Free,0,Everyone
Sonic Dash,GAME,4.5,3778921,Free,0,Everyone
Sonic the Hedgehog™ Classic,GAME,4.4,125652,Free,0,Everyone
SonicCloud: Hearing App,MEDICAL,4.4,15,Free,0,Everyone
Soul Knight,GAME,4.7,292164,Free,0,Everyone 10+
Sound Meter,TOOLS,4.7,88993,Free,0,Everyone
Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,Free,0,Everyone
Sounds for Toddlers FREE,FAMILY,4.4,6190,Free,0,Everyone
Soundtrack Attack,FAMILY,4.3,96045,Free,0,Everyone
South Park: Phone Destroyer™,FAMILY,4.4,288835,Free,0,Mature 17+
Space Shooter : Galaxy Attack,GAME,4.6,169661,Free,0,Everyone
Space X: Sky Wars of Air Force,GAME,4.5,10748,Free,0,Everyone
Spacecraft AR,FAMILY,4.4,83,Free,0,Everyone
Special Forces Group 2,GAME,4.6,1432809,Free,0,Mature 17+
Speech Therapy: F,FAMILY,1,1,Paid,2.99,Everyone
"Speed Booster - Ram, Battery & Game Speed Booster",TOOLS,4.7,85079,Free,0,Everyone
Speed Racing Ultimate 2,GAME,4.1,66894,Free,0,Everyone 10+
Speed Test - WiFi / Cellular speed test,TOOLS,4.1,24226,Free,0,Everyone
Speedcheck,TOOLS,4.6,48979,Free,0,Everyone
Speedometer with G-FORCE meter,TOOLS,3.8,415,Free,0,Everyone
Speedtest by Ookla,TOOLS,4.4,1028794,Free,0,Everyone
Spider grinder in screen funny,FAMILY,4.1,956,Free,0,Teen
Spinal Cord Surgery Doctor: Operation ER surgery,FAMILY,3.7,52,Free,0,Everyone 10+
SpongeBob Diner Dash,FAMILY,4,576210,Free,0,Everyone
Sport Car Simulator,FAMILY,4,48731,Free,0,Everyone
SportCAM,TOOLS,3.2,427,Free,0,Everyone
Sports Car Driving Simulator 2018,GAME,4.3,2178,Free,0,Everyone
SQLite DB Reader,TOOLS,3.6,301,Free,0,Everyone
Squadron - Bullet Hell Shooter,GAME,4.2,177542,Free,0,Everyone
Square Analog Clock AW-7,TOOLS,4.2,294,Free,0,Everyone
Square Point of Sale - POS,BUSINESS,4.6,95912,Free,0,Everyone
Stack It AR,GAME,3.8,1363,Free,0,Everyone
Stack Jump,GAME,4.3,118253,Free,0,Teen
Stand O’Food® (Full),FAMILY,4.4,925,Paid,1.99,Everyone
Standoff 2,GAME,4.5,299046,Free,0,Mature 17+
Star Chart,FAMILY,4.3,128808,Free,0,Everyone
"Star Girl - Fashion, Makeup & Dress Up",FAMILY,4.3,556929,Free,0,Teen
Star Wars ™: DIRTY,GAME,4.5,38207,Paid,9.99,Teen
Star Wars™: Force Arena,FAMILY,4.4,228130,Free,0,Everyone 10+
Star Wars™: Galaxy of Heroes,FAMILY,4.5,1461698,Free,0,Everyone 10+
STARDOM: THE A-LIST,GAME,4.5,152658,Free,0,Teen
Starfall Free & Member,FAMILY,4.2,19720,Free,0,Everyone
Start Meeting,BUSINESS,4.1,308,Free,0,Everyone
Start the Hunt for the Lost Treasure,FAMILY,3.8,302,Free,0,Everyone
Stats CR Clan for Clash Royale,FAMILY,3.8,16,Free,0,Everyone
Steam: Rails to Riches,FAMILY,4.2,214,Paid,4.99,Everyone
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,Free,0,Everyone 10+
Stick War: Legacy,GAME,4.6,811040,Free,0,Teen
Stickman and Axe,GAME,4.4,69,Free,0,Teen
Stickman Legends: Shadow Wars,GAME,4.4,38419,Paid,0.99,Everyone 10+
Stickman Warriors Heroes 2,GAME,4.4,13714,Free,0,Everyone 10+
StirFry Stunts - We Bare Bears,GAME,4.5,121533,Free,0,Everyone
Story Time FD,FAMILY,5,2,Free,0,Everyone 10+
Strange Hero: Future Battle,GAME,4.2,88901,Free,0,Teen
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,Free,0,Everyone
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32200,Free,0,Everyone
Street Skater 3D,GAME,3.6,120852,Free,0,Teen
STUCOR - AU,FAMILY,4.5,1827,Free,0,Everyone
studentsLife by FH Kärnten,FAMILY,4.4,108,Free,0,Everyone
Study AP World History,FAMILY,4.6,513,Free,0,Everyone
Stupid Zombies,GAME,4.5,464900,Free,0,Teen
Subway Simulator 3D,FAMILY,4,25489,Free,0,Everyone
Subway Surfers,GAME,4.5,27725352,Free,0,Everyone 10+
